customer_id,revenue,orders,units_sold,products_purchased,countries,first_purchase_date,last_purchase_date,sales_rows,average_order_value,is_repeat_customer,customer_lifetime_days
14680,28754.11,16,13476,73,1,2010-12-03 12:05:00,2011-11-14 16:59:00,258,1797.131875,True,346
13081,28337.38,11,19068,503,1,2010-12-03 17:20:00,2011-11-28 10:54:00,1024,2576.1254545454544,True,359
13408,28117.04,62,16232,234,1,2010-12-01 10:39:00,2011-12-08 09:05:00,478,453.5006451612903,True,371
17857,26879.04,23,19256,19,1,2010-12-09 11:35:00,2011-12-05 13:13:00,54,1168.6539130434783,True,361
16333,26626.8,22,32184,9,1,2011-02-03 10:50:00,2011-12-02 12:19:00,45,1210.3090909090909,True,302
13777,25977.16,33,12897,36,1,2010-12-01 16:01:00,2011-12-09 12:25:00,197,787.1866666666666,True,372
12753,21429.39,6,11421,132,1,2010-12-12 11:44:00,2011-11-17 10:52:00,197,3571.565,True,339
12744,21279.29,7,5241,178,1,2011-01-25 13:26:00,2011-10-19 11:18:00,222,3039.8985714285714,True,266
16210,21086.3,18,7559,74,1,2010-12-01 12:27:00,2011-12-08 12:36:00,123,1171.461111111111,True,372
17675,20374.28,31,8360,239,1,2010-12-07 13:22:00,2011-12-08 18:03:00,705,657.2348387096774,True,366
17381,20275.61,29,25649,40,1,2010-12-02 12:58:00,2011-12-01 11:59:00,109,699.1589655172414,True,363
12471,19788.65,30,8200,150,1,2010-12-10 09:35:00,2011-12-07 15:43:00,459,659.6216666666667,True,362
15039,19766.59,47,9131,408,1,2010-12-06 11:26:00,2011-11-30 11:31:00,1477,420.5657446808511,True,359
12731,18895.91,12,8437,109,1,2010-12-10 10:56:00,2011-11-16 11:59:00,274,1574.6591666666666,True,341
15159,18641.010000000002,30,11441,363,1,2010-12-13 15:44:00,2011-12-08 12:05:00,710,621.3670000000001,True,359
12901,17654.54,28,23075,30,1,2011-03-14 10:41:00,2011-12-01 10:07:00,116,630.5192857142857,True,261
12678,17628.46,12,10923,105,1,2010-12-21 11:00:00,2011-10-28 13:04:00,165,1469.0383333333332,True,311
14031,17286.86,19,5788,119,1,2010-12-02 16:34:00,2011-12-02 17:13:00,250,909.8347368421053,True,365
17428,17256.85,28,9474,252,1,2010-12-06 09:37:00,2011-12-09 09:45:00,328,616.3160714285714,True,368
13767,17220.36,37,7322,55,1,2010-12-01 10:47:00,2011-12-07 15:00:00,368,465.41513513513513,True,371
13881,17159.52,20,10118,72,1,2011-02-01 10:14:00,2011-12-06 12:50:00,178,857.976,True,308
16839,16594.35,34,8975,114,1,2010-12-05 11:15:00,2011-12-01 09:03:00,266,488.06911764705876,True,360
12921,16587.09,37,9526,233,1,2010-12-01 15:06:00,2011-11-30 16:22:00,720,448.29972972972973,True,364
17677,16345.38,30,9772,178,1,2010-12-06 08:42:00,2011-12-08 09:56:00,303,544.846,True,367
15189,16225.39,41,6149,80,1,2011-01-11 12:29:00,2011-12-08 13:22:00,212,395.74121951219513,True,331
14607,16209.5,14,11526,38,1,2011-03-23 15:22:00,2011-11-24 10:35:00,81,1157.8214285714287,True,245
15856,16143.64,27,10866,295,1,2010-12-09 13:34:00,2011-12-05 17:09:00,628,597.9125925925925,True,361
14051,15610.390000000001,23,3756,52,1,2010-12-08 12:49:00,2011-12-09 10:20:00,210,678.7126086956522,True,365
15513,14758.220000000001,19,5709,183,1,2010-12-01 11:22:00,2011-11-06 14:36:00,308,776.7484210526317,True,340
16133,14589.04,33,8887,219,1,2011-01-25 15:55:00,2011-12-06 11:24:00,338,442.09212121212124,True,314
14866,14389.9,12,6752,30,1,2010-12-08 14:58:00,2011-11-29 11:45:00,99,1199.1583333333333,True,355
16705,14034.99,20,5476,133,1,2010-12-16 10:51:00,2011-12-09 12:08:00,270,701.7495,True,358
12681,13787.54,22,7536,267,1,2010-12-07 10:08:00,2011-11-25 11:33:00,638,626.7063636363637,True,353
12621,13689.67,20,7440,261,1,2010-12-09 10:16:00,2011-12-08 11:25:00,467,684.4835,True,364
12540,13400.24,17,6685,277,1,2010-12-13 09:39:00,2011-11-20 11:31:00,478,788.2494117647059,True,342
12433,13375.87,7,11071,219,1,2010-12-01 13:24:00,2011-12-09 10:02:00,420,1910.8385714285716,True,372
15498,13316.4,27,6105,360,1,2010-12-08 12:29:00,2011-12-07 12:48:00,512,493.2,True,364
12477,13219.74,6,3653,191,1,2011-02-11 12:45:00,2011-11-17 09:51:00,300,2203.29,True,278
17735,13110.02,19,8439,319,1,2010-12-07 10:32:00,2011-12-07 16:47:00,690,690.001052631579,True,365
16525,13027.45,26,7397,75,1,2010-12-08 11:31:00,2011-12-07 15:07:00,183,501.0557692307693,True,364
14258,12669.98,9,7100,58,1,2011-01-06 12:18:00,2011-11-30 15:27:00,111,1407.7755555555555,True,328
13078,12627.94,26,5630,95,1,2010-12-08 09:07:00,2011-12-06 15:36:00,358,485.69,True,363
12536,12601.830000000002,3,2803,260,1,2011-10-11 14:52:00,2011-10-27 14:20:00,261,4200.610000000001,True,15
15640,12416.11,15,6572,240,1,2010-12-02 15:40:00,2011-12-05 14:35:00,476,827.7406666666667,True,367
16000,12393.7,3,5110,9,1,2011-12-07 12:14:00,2011-12-07 12:17:00,9,4131.233333333334,True,0
17340,12353.29,11,5967,229,1,2010-12-08 15:56:00,2011-11-10 10:45:00,407,1123.0263636363636,True,336
12682,12279.82,31,5555,209,1,2010-12-03 13:59:00,2011-12-06 10:00:00,524,396.1232258064516,True,367
13113,12245.960000000001,24,3045,95,1,2010-12-08 13:21:00,2011-12-09 12:49:00,200,510.2483333333334,True,365
14606,12076.15,93,6187,819,1,2010-12-01 16:57:00,2011-12-08 19:28:00,2677,129.8510752688172,True,372
12557,11990.960000000001,5,4384,15,1,2010-12-03 12:20:00,2011-11-23 16:59:00,33,2398.192,True,355
12939,11581.8,8,4876,21,1,2011-01-09 11:20:00,2011-10-06 14:33:00,47,1447.725,True,270
15125,11528.48,15,6193,102,1,2011-03-14 09:59:00,2011-11-14 13:57:00,127,768.5653333333333,True,245
14194,11349.52,21,5840,269,1,2011-02-04 14:51:00,2011-12-05 10:38:00,579,540.4533333333334,True,303
12971,11189.91,86,9289,94,1,2010-12-02 16:42:00,2011-12-06 12:20:00,305,130.11523255813952,True,368
14895,11138.710000000001,20,4851,273,1,2011-02-22 13:08:00,2011-12-02 09:23:00,498,556.9355,True,282
12409,11072.67,3,5551,91,1,2011-06-10 12:19:00,2011-09-22 10:38:00,109,3690.89,True,103
17581,11025.24,25,5915,229,1,2010-12-02 14:47:00,2011-12-09 12:21:00,439,441.0096,True,371
15482,10879.76,12,5004,46,1,2010-12-16 10:08:00,2011-11-24 10:46:00,97,906.6466666666666,True,343
13319,10845.550000000001,26,4724,209,1,2010-12-09 10:04:00,2011-12-04 13:34:00,476,417.1365384615385,True,360
17107,10797.48,6,4826,269,1,2011-03-06 15:17:00,2011-11-06 14:14:00,416,1799.58,True,244
13340,10736.48,7,5770,128,1,2011-03-08 11:39:00,2011-10-25 13:15:00,134,1533.782857142857,True,231
17139,10650.77,12,5176,309,1,2011-02-24 09:32:00,2011-11-24 10:12:00,477,887.5641666666667,True,273
16779,10611.720000000001,22,5301,161,1,2010-12-08 09:56:00,2011-12-07 14:54:00,331,482.35090909090917,True,364
17865,10526.32,20,5757,191,1,2010-12-10 14:53:00,2011-11-09 12:08:00,370,526.316,True,333
17706,10504.49,17,3899,270,1,2010-12-08 11:02:00,2011-12-05 13:34:00,382,617.9111764705882,True,362
15251,10484.99,11,6171,97,1,2011-04-12 10:38:00,2011-11-30 15:02:00,111,953.180909090909,True,232
14062,10464.85,12,5593,60,1,2010-12-10 15:56:00,2011-11-30 10:04:00,111,872.0708333333333,True,354
14769,10416.98,8,7239,718,1,2010-12-17 11:40:00,2011-12-07 10:24:00,1062,1302.1225,True,354
15615,10399.74,23,5508,184,1,2010-12-15 16:21:00,2011-11-29 14:42:00,423,452.1626086956522,True,348
15502,10384.93,12,4236,164,1,2010-12-05 15:40:00,2011-11-24 12:48:00,213,865.4108333333334,True,353
16180,10254.18,8,5867,90,1,2011-04-01 10:23:00,2011-08-31 16:28:00,162,1281.7725,True,152
16843,10196.57,16,10159,226,1,2011-01-16 16:10:00,2011-10-28 09:06:00,378,637.285625,True,284
12590,9864.26,2,4283,68,1,2011-05-12 14:46:00,2011-05-12 14:52:00,68,4932.13,True,0
13199,9817.12,38,6176,48,1,2010-12-08 10:51:00,2011-12-06 12:30:00,119,258.34526315789475,True,363
13001,9785.970000000001,13,5490,166,1,2011-01-17 12:45:00,2011-12-05 14:51:00,337,752.7669230769231,True,322
15078,9743.11,32,5105,97,1,2010-12-06 12:38:00,2011-12-02 15:41:00,440,304.4721875,True,361
12709,9706.52,15,3912,93,1,2010-12-08 09:49:00,2011-11-24 15:38:00,207,647.1013333333334,True,351
13458,9646.57,14,5508,242,1,2010-12-15 12:05:00,2011-12-02 15:29:00,382,689.0407142857142,True,352
14733,9585.91,12,3764,102,1,2010-12-07 11:30:00,2011-11-23 15:39:00,202,798.8258333333333,True,351
16523,9418.470000000001,21,4265,151,1,2011-01-28 12:06:00,2011-12-08 09:06:00,290,448.4985714285715,True,313
12567,9401.28,10,4305,323,1,2010-12-05 11:57:00,2011-11-17 11:02:00,446,940.128,True,346
14367,9227.82,16,4426,270,1,2011-03-08 14:12:00,2011-12-01 13:19:00,521,576.73875,True,267
14667,9175.04,25,5319,354,1,2010-12-06 13:13:00,2011-11-29 11:30:00,567,367.00160000000005,True,357
18092,9068.26,11,4252,28,1,2010-12-09 10:00:00,2011-12-07 13:14:00,89,824.3872727272727,True,363
12451,9035.52,5,6575,265,1,2011-01-19 09:05:00,2011-11-29 08:40:00,354,1807.104,True,313
13969,9024.17,18,4528,334,1,2010-12-09 19:32:00,2011-12-02 15:11:00,619,501.34277777777777,True,357
13488,8968.31,13,4518,271,1,2010-12-07 13:01:00,2011-11-22 14:41:00,422,689.87,True,350
13090,8910.82,14,2263,98,1,2010-12-02 07:48:00,2011-12-01 12:39:00,155,636.4871428571429,True,364
16033,8778.82,20,3529,538,1,2010-12-05 10:36:00,2011-12-04 12:44:00,1128,438.941,True,364
17017,8694.26,20,6673,88,1,2010-12-02 10:17:00,2011-12-07 09:32:00,252,434.713,True,369
17306,8631.31,19,11491,13,1,2010-12-21 13:34:00,2011-11-29 12:14:00,66,454.2794736842105,True,342
16656,8625.8,15,8894,14,1,2010-12-10 11:23:00,2011-11-17 14:43:00,73,575.0533333333333,True,342
17243,8540.05,26,3320,180,1,2010-12-05 10:03:00,2011-12-08 13:26:00,387,328.4634615384615,True,368
14527,8507.13,55,2088,330,1,2010-12-05 13:17:00,2011-12-07 12:19:00,971,154.6750909090909,True,366
12683,8476.57,15,4987,177,1,2010-12-09 10:37:00,2011-12-05 16:31:00,344,565.1046666666666,True,361
18139,8438.34,6,5557,35,1,2011-11-21 14:06:00,2011-11-22 10:44:00,159,1406.39,True,0
15358,8347.2,22,7050,292,1,2010-12-09 10:04:00,2011-12-05 09:04:00,551,379.41818181818184,True,360
16558,8338.49,20,5377,264,1,2010-12-08 12:01:00,2011-12-09 10:20:00,460,416.92449999999997,True,365
14056,8152.71,23,4252,320,1,2011-02-28 15:19:00,2011-12-08 13:36:00,1088,354.46565217391304,True,282
14936,8137.02,8,4085,210,1,2011-03-09 11:53:00,2011-11-06 10:30:00,364,1017.1275,True,241
16672,8134.9400000000005,20,2832,22,1,2011-03-18 10:15:00,2011-12-07 16:29:00,114,406.747,True,264
13854,8109.5199999999995,25,2296,39,1,2010-12-09 10:48:00,2011-12-01 09:06:00,110,324.38079999999997,True,356
14952,8099.49,11,3355,117,1,2010-12-10 12:48:00,2011-10-11 10:33:00,138,736.3172727272727,True,304
18109,8004.92,26,4230,119,1,2010-12-05 10:58:00,2011-12-08 11:36:00,441,307.88153846153847,True,368
14796,7975.49,17,5995,403,1,2010-12-08 10:40:00,2011-12-08 15:31:00,1132,469.1464705882353,True,365
12428,7956.46,9,3536,258,1,2011-03-01 09:33:00,2011-11-14 08:22:00,294,884.0511111111111,True,257
15290,7943.22,18,4501,93,1,2010-12-15 16:03:00,2011-12-05 11:39:00,204,441.29,True,354
14849,7930.54,25,5694,159,1,2010-12-01 12:22:00,2011-11-18 10:58:00,388,317.2216,True,351
12757,7834.650000000001,13,2395,237,1,2011-05-12 19:01:00,2011-11-24 12:30:00,364,602.6653846153847,True,195
13093,7832.47,8,3961,97,1,2010-12-01 15:00:00,2011-03-09 12:14:00,159,979.05875,True,97
12435,7829.89,2,2055,31,1,2011-03-17 07:40:00,2011-09-21 09:06:00,36,3914.945,True,188
13629,7792.36,11,4372,28,1,2011-01-05 12:09:00,2011-11-16 13:21:00,59,708.3963636363636,True,315
17811,7761.82,39,4146,359,1,2011-01-10 10:58:00,2011-12-05 13:46:00,828,199.02102564102563,True,329
15044,7634.7300000000005,17,2785,233,1,2010-12-12 14:27:00,2011-11-20 13:20:00,444,449.1017647058824,True,342
15194,7616.53,15,5703,209,1,2010-12-06 15:00:00,2011-12-06 15:10:00,310,507.76866666666666,True,365
18172,7561.68,20,3184,100,1,2011-02-23 10:44:00,2011-11-25 11:12:00,189,378.084,True,275
13263,7436.93,35,4768,450,1,2011-01-18 16:31:00,2011-12-08 13:59:00,1667,212.48371428571429,True,323
12980,7374.900000000001,9,886,6,1,2010-12-16 11:36:00,2011-07-05 09:34:00,20,819.4333333333334,True,200
15465,7354.62,18,1257,43,1,2010-12-05 10:12:00,2011-11-20 10:11:00,97,408.59,True,349
17396,7330.8,8,2005,24,1,2010-12-03 09:45:00,2011-10-31 14:12:00,27,916.35,True,332
12474,7324.09,18,4833,253,1,2011-01-14 10:06:00,2011-11-22 14:39:00,422,406.8938888888889,True,312
12583,7281.38,15,5060,115,1,2010-12-01 08:45:00,2011-12-07 08:07:00,247,485.42533333333336,True,370
13018,7277.7,28,5435,313,1,2011-02-17 11:05:00,2011-11-23 13:28:00,458,259.91785714285714,True,279
18229,7276.900000000001,20,2488,66,1,2010-12-01 16:25:00,2011-11-28 09:48:00,164,363.845,True,361
16729,7205.33,21,5722,234,1,2011-04-12 14:22:00,2011-11-01 14:29:00,656,343.11095238095237,True,203
16745,7180.7,17,6719,148,1,2011-02-01 11:31:00,2011-09-14 11:58:00,355,422.3941176470588,True,225
16873,7123.62,6,3840,179,1,2010-12-10 15:45:00,2011-12-05 12:05:00,279,1187.27,True,359
13324,7121.95,10,5205,25,1,2010-12-14 09:50:00,2011-11-03 16:28:00,75,712.1949999999999,True,324
16923,7069.08,19,3344,313,1,2010-12-12 11:06:00,2011-11-27 13:00:00,626,372.0568421052632,True,350
13985,7060.13,15,3445,108,1,2011-03-20 13:48:00,2011-12-05 17:06:00,349,470.67533333333336,True,260
14961,7044.68,9,3708,193,1,2010-12-14 11:38:00,2011-11-29 09:42:00,312,782.7422222222223,True,349
12766,6989.63,7,3646,205,1,2010-12-08 13:53:00,2011-12-06 08:46:00,310,998.5185714285715,True,362
12798,6977.04,3,5256,6,1,2011-06-22 10:11:00,2011-11-29 15:52:00,8,2325.68,True,160
12989,6924.110000000001,15,2943,41,1,2010-12-10 13:24:00,2011-12-06 15:28:00,64,461.6073333333334,True,361
13027,6912.0,6,17280,6,1,2010-12-20 12:45:00,2011-08-18 09:39:00,26,1152.0,True,240
16187,6911.4400000000005,15,5048,160,1,2011-02-28 13:34:00,2011-11-08 09:50:00,295,460.7626666666667,True,252
16713,6910.78,15,4271,338,1,2010-12-08 13:01:00,2011-11-21 12:36:00,619,460.71866666666665,True,347
17416,6893.42,7,4302,186,1,2011-03-03 13:45:00,2011-11-10 12:47:00,269,984.7742857142857,True,251
12705,6868.29,9,3997,228,1,2010-12-17 15:58:00,2011-11-24 13:17:00,334,763.1433333333333,True,341
12476,6816.42,11,2408,177,1,2010-12-13 14:39:00,2011-11-24 12:40:00,233,619.6745454545454,True,345
12830,6814.64,6,9848,13,1,2011-06-21 10:53:00,2011-11-02 11:54:00,38,1135.7733333333333,True,134
15601,6776.56,14,4983,230,1,2010-12-02 10:39:00,2011-11-28 15:15:00,410,484.04,True,361
16652,6773.97,7,3283,74,1,2011-03-11 13:13:00,2011-10-12 09:38:00,118,967.71,True,214
18055,6761.34,10,2452,223,1,2010-12-05 10:52:00,2011-12-02 14:25:00,358,676.134,True,362
16532,6748.8,3,2016,2,1,2011-01-05 12:37:00,2011-11-22 11:08:00,4,2249.6,True,320
15023,6720.41,11,2827,347,1,2010-12-05 13:49:00,2011-12-06 17:23:00,553,610.9463636363636,True,366
13576,6717.34,18,2646,78,1,2010-12-01 17:24:00,2011-11-29 15:34:00,126,373.18555555555554,True,362
15249,6688.46,13,3577,211,1,2011-03-28 12:49:00,2011-11-08 11:45:00,350,514.496923076923,True,224
16746,6680.11,18,4660,234,1,2010-12-16 11:43:00,2011-12-05 12:33:00,444,371.1172222222222,True,354
16353,6675.71,23,2006,51,1,2010-12-05 12:09:00,2011-12-06 12:23:00,94,290.24826086956523,True,366
12626,6620.48,9,3453,232,1,2011-01-17 11:01:00,2011-11-16 16:06:00,294,735.6088888888888,True,303
16182,6617.65,4,3791,17,1,2011-02-18 10:11:00,2011-09-28 13:23:00,28,1654.4125,True,222
15144,6580.44,17,3050,132,1,2011-01-31 13:17:00,2011-12-01 15:12:00,217,387.0847058823529,True,304
12472,6572.11,7,4148,219,1,2010-12-05 14:19:00,2011-11-07 14:01:00,339,938.8728571428571,True,336
17338,6493.54,8,3059,389,1,2010-12-13 12:57:00,2011-11-22 14:23:00,721,811.6925,True,344
18223,6484.54,14,2948,116,1,2010-12-16 16:42:00,2011-12-05 09:11:00,272,463.18142857142857,True,353
15694,6479.4,14,1677,42,1,2010-12-02 07:49:00,2011-12-09 09:44:00,78,462.8142857142857,True,372
13225,6463.84,7,3416,23,1,2010-12-13 09:49:00,2011-12-06 13:29:00,32,923.4057142857143,True,358
13102,6424.09,24,4204,140,1,2010-12-09 13:38:00,2011-12-08 12:52:00,304,267.67041666666665,True,363
12431,6419.95,15,2896,163,2,2010-12-01 10:03:00,2011-11-04 11:55:00,234,427.99666666666667,True,338
16814,6416.7,21,2697,122,1,2010-12-05 11:45:00,2011-11-25 13:27:00,319,305.5571428571428,True,355
13871,6403.25,13,2806,155,1,2011-02-04 09:30:00,2011-11-17 10:49:00,336,492.5576923076923,True,286
12359,6310.03,4,1609,214,1,2011-01-12 12:43:00,2011-10-13 12:47:00,245,1577.5075,True,274
13668,6309.83,21,3722,284,1,2010-12-12 12:35:00,2011-12-07 12:11:00,463,300.46809523809526,True,359
13709,6307.650000000001,13,3508,244,1,2011-01-28 14:57:00,2011-12-06 10:28:00,335,485.2038461538462,True,311
15005,6295.37,28,4230,360,1,2010-12-08 14:36:00,2011-11-24 12:25:00,1112,224.83464285714285,True,350
16126,6287.77,4,2125,57,1,2011-02-16 11:18:00,2011-11-10 16:03:00,117,1571.9425,True,267
17315,6281.23,38,3863,256,1,2010-12-17 12:24:00,2011-12-08 12:15:00,471,165.29552631578946,True,355
14057,6211.66,17,4873,179,1,2010-12-14 12:11:00,2011-11-16 10:32:00,283,365.39176470588234,True,336
12357,6207.67,1,2708,131,1,2011-11-06 16:07:00,2011-11-06 16:07:00,131,6207.67,False,0
14060,6140.42,19,5386,86,1,2010-12-02 12:11:00,2011-12-05 12:29:00,202,323.18,True,368
13418,6127.43,18,3918,223,1,2010-12-02 10:45:00,2011-11-28 10:23:00,304,340.4127777777778,True,360
15939,6115.01,15,4728,28,1,2011-01-12 12:43:00,2011-09-11 11:30:00,76,407.6673333333334,True,241
17509,6083.64,8,3512,75,1,2011-10-07 13:14:00,2011-10-13 10:26:00,364,760.455,True,5
14735,6065.69,32,2264,99,1,2010-12-16 16:05:00,2011-12-06 12:09:00,194,189.5528125,True,354
13097,6003.22,10,2360,214,1,2010-12-14 15:13:00,2011-11-07 10:43:00,421,600.322,True,327
12637,6002.9,8,2994,205,1,2011-01-20 10:47:00,2011-10-03 13:46:00,382,750.3625,True,256
14101,5976.79,6,6942,15,1,2011-01-17 13:09:00,2011-09-27 12:28:00,35,996.1316666666667,True,252
15382,5955.71,6,4012,193,1,2011-02-17 12:01:00,2011-11-25 10:58:00,302,992.6183333333333,True,280
14944,5900.25,12,2815,101,1,2011-02-16 12:47:00,2011-11-10 09:10:00,170,491.6875,True,266
13209,5891.61,8,4253,255,1,2010-12-13 10:31:00,2011-11-09 13:54:00,321,736.45125,True,331
13534,5870.08,25,2961,119,1,2010-12-16 15:23:00,2011-12-07 14:52:00,296,234.8032,True,355
14505,5859.43,8,2739,540,1,2010-12-12 16:14:00,2011-11-22 15:45:00,785,732.42875,True,344
14415,5855.57,13,2996,283,1,2010-12-14 13:31:00,2011-12-08 14:38:00,579,450.42846153846153,True,359
13050,5836.86,17,3748,246,1,2010-12-08 09:30:00,2011-11-25 09:18:00,403,343.3447058823529,True,351
12720,5781.73,25,4672,211,1,2010-12-05 15:21:00,2011-12-07 08:03:00,354,231.26919999999998,True,366
15218,5756.89,11,3329,77,1,2011-01-25 11:20:00,2011-11-29 11:48:00,166,523.3536363636364,True,308
17686,5739.46,7,2478,205,1,2011-02-10 10:18:00,2011-12-02 15:39:00,286,819.9228571428572,True,295
13316,5732.93,4,5508,66,1,2011-03-30 13:01:00,2011-11-02 13:40:00,86,1433.2325,True,217
13178,5725.47,11,3570,95,1,2010-12-14 12:22:00,2011-11-13 16:14:00,265,520.4972727272727,True,334
16553,5719.82,12,4600,62,1,2010-12-14 13:58:00,2011-06-29 15:42:00,84,476.65166666666664,True,197
13468,5704.97,37,2589,184,1,2010-12-01 15:08:00,2011-12-08 10:39:00,302,154.1883783783784,True,371
14110,5683.15,12,2445,94,1,2011-03-18 09:59:00,2011-12-06 12:26:00,155,473.5958333333333,True,263
17716,5655.99,11,3072,171,1,2011-03-17 10:38:00,2011-11-17 12:00:00,245,514.180909090909,True,245
13004,5655.91,18,4822,277,1,2010-12-17 08:20:00,2011-11-28 11:27:00,404,314.21722222222223,True,346
17049,5655.03,9,2673,201,1,2011-03-09 08:33:00,2011-12-07 10:48:00,317,628.3366666666666,True,273
18118,5625.08,26,2865,424,1,2010-12-05 12:13:00,2011-11-29 11:32:00,1263,216.34923076923076,True,358
17757,5593.39,30,3318,275,1,2010-12-02 17:17:00,2011-12-08 15:31:00,740,186.44633333333334,True,370
12839,5591.42,14,3807,95,1,2010-12-07 15:48:00,2011-12-07 12:33:00,314,399.38714285714286,True,364
12481,5579.82,10,3294,150,1,2010-12-09 10:13:00,2011-11-17 08:29:00,216,557.982,True,342
14688,5579.1,21,3584,148,1,2010-12-01 09:37:00,2011-12-02 12:26:00,324,265.6714285714286,True,366
14049,5578.72,4,3808,348,1,2011-01-26 11:27:00,2011-11-23 12:20:00,478,1394.68,True,301
16767,5575.56,11,4423,148,1,2011-01-27 13:38:00,2011-11-09 09:42:00,221,506.86909090909097,True,285
12539,5568.35,4,2067,157,1,2011-01-10 09:11:00,2011-11-17 13:30:00,273,1392.0875,True,311
16161,5533.67,19,2583,286,1,2010-12-06 10:03:00,2011-12-08 12:10:00,471,291.2457894736842,True,367
18225,5504.96,12,3242,150,1,2010-12-09 15:46:00,2011-12-06 13:27:00,269,458.74666666666667,True,361
16609,5493.46,7,2420,155,1,2011-04-01 10:11:00,2011-11-24 13:32:00,276,784.78,True,237
15805,5488.18,17,3367,220,1,2010-12-10 09:33:00,2011-11-16 16:32:00,299,322.83411764705886,True,341
16985,5464.12,10,1832,62,1,2010-12-16 10:38:00,2011-11-22 13:33:00,120,546.412,True,341
16265,5447.0,9,2646,164,1,2010-12-10 10:21:00,2011-11-30 16:41:00,258,605.2222222222222,True,355
18198,5425.56,17,4074,81,1,2011-01-07 13:39:00,2011-12-05 14:49:00,159,319.15058823529415,True,332
12490,5417.93,10,3064,131,1,2011-01-14 09:13:00,2011-12-04 16:07:00,245,541.793,True,324
17809,5411.91,12,2057,46,1,2010-12-01 09:41:00,2011-11-23 12:59:00,61,450.9925,True,357
